family	uniprot_acc	merops	refseq_protein	gene	organism	length	protein_existence
S9	P13676		NP_036632.1	Apeh	Rattus norvegicus (Rat)	732	Evidence at protein level
S9	P14740	S09.003;	NP_036921.2	Dpp4	Rattus norvegicus (Rat)	767	Evidence at protein level
S9	P46101	S09.973;	NP_074041.2	Dpp6	Rattus norvegicus (Rat)	859	Evidence at protein level
S9	Q6Q629	S09.974;	NP_001012205.1	Dpp10	Rattus norvegicus (Rat)	796	Evidence at protein level
S9	Q86AS5	S09.B02;	XP_644295.1	prep	Dictyostelium discoideum (Social amoeba)	760	Evidence at protein level
S9	Q8BVG4	S09.019;	NP_766212.2	Dpp9	Mus musculus (Mouse)	862	Evidence at protein level
S9	Q8C167	S09.015;	NP_001157094.1	Prepl	Mus musculus (Mouse)	725	Evidence at protein level
S9	Q8R146	S09.004;	NP_001397427.1	Apeh	Mus musculus (Mouse)	732	Evidence at protein level
S9	Q84LM4			AARE	Arabidopsis thaliana (Mouse-ear cress)	764	Evidence at protein level
S9	A5D7B7	S09.007;	NP_001091470.1	FAP	Bos taurus (Bovine)	760	Evidence at protein level
S9	P28843	S09.003;	NP_001153015.1	Dpp4	Mus musculus (Mouse)	760	Evidence at protein level
S9	P80227	S09.004;	NP_001076900.1	APEH	Bos taurus (Bovine)	730	Evidence at protein level
S9	P97321	S09.007;	NP_032012.1	Fap	Mus musculus (Mouse)	761	Evidence at protein level
S9	Q9Z218	S09.973;	NP_034205.1	Dpp6	Mus musculus (Mouse)	804	Evidence at protein level
S9	P19205	S09.004;	NP_999088.1	APEH	Sus scrofa (Pig)	732	Evidence at protein level
S9	Q9N2I7	S09.003;	NP_001009838.1	DPP4	Felis catus (Cat) (Felis silvestris catus)	765	Evidence at transcript level
S9	H2E7Q8	S09.077;		POPB	Galerina marginata (strain CBS 339.88)	730	Evidence at protein level
S9	Q5AZ32		XP_664052.1	cicF	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	2517	Evidence at protein level
S9	P22411	S09.003;	NP_999422.1	DPP4	Sus scrofa (Pig)	766	Evidence at protein level
S9	P25154	S09.004;		APEH	Oryctolagus cuniculus (Rabbit)	737	Evidence at protein level
S9	P33894	S09.005;	NP_014862.3	STE13	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	931	Evidence at protein level
S9	P42659	S09.973;	NP_776465.1	DPP6	Bos taurus (Bovine)	863	Evidence at protein level
S9	Q5HZA6	S09.015;	NP_001010951.1	Prepl	Rattus norvegicus (Rat)	726	Evidence at protein level
S9	A0A2R8QP51		NP_001070781.2	dpp9	Danio rerio (Zebrafish) (Brachydanio rerio)	885	Inferred from homology
S9	Q8VZF3	S09.021;	NP_850473.1	GEP	Arabidopsis thaliana (Mouse-ear cress)	960	Evidence at transcript level
S9	Q80YA7	S09.018;	NP_001388065.1	Dpp8	Mus musculus (Mouse)	892	Evidence at protein level
S9	Q8RXP6	S09.A24;	NP_568395.1	WAV2	Arabidopsis thaliana (Mouse-ear cress)	308	Evidence at transcript level
S9	Q7JKY3	S09.A76;	NP_506850.1	dpf-1	Caenorhabditis elegans	799	Evidence at protein level
S9	A0A5N6TQS7			aveA	Aspergillus avenaceus	2197	Evidence at protein level
S9	C4JF72		XP_002542778.1	uncA	Uncinocarpus reesii (strain UAMH 1704)	2149	Evidence at protein level
S9	A0A0F7U103			ausA	Penicillium brasilianum	2475	Inferred from homology
S9	B0XRV0	S09.012;			Aspergillus fumigatus (strain CBS 144.89 / FGSC A1163 / CEA10) (Neosartorya fumigata)	721	Evidence at protein level
S9	P23687	S09.001;	NP_001004050.1	PREP	Sus scrofa (Pig)	710	Evidence at protein level
S9	B2D0J4		NP_001119715.2		Apis mellifera (Honeybee)	775	Evidence at protein level
S9	B6HV32			adrD	Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255) (Penicillium chrysogenum)	2496	Evidence at protein level
S9	Q2UH35	S09.008;	XP_001821132.1	dpp4	Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold)	771	Evidence at protein level
S9	P18962	S09.006;	NP_011893.1	DAP2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	818	Evidence at protein level
S9	Q10MJ1	S09.021;		GEP	Oryza sativa subsp. japonica (Rice)	938	Evidence at transcript level
S9	Q9XTA2	S09.001;	NP_777197.1	PREP	Bos taurus (Bovine)	710	Evidence at transcript level
S9	Q18253	S09.A74;	NP_510461.1	dpf-2	Caenorhabditis elegans	829	Evidence at protein level
S9	P34422	S09.A77;	NP_001370390.1	dpf-6	Caenorhabditis elegans	740	Inferred from homology
S9	A0A0E1RWJ5		XP_001243721.2	cocB	Coccidioides immitis (strain RS) (Valley fever fungus)	2211	Evidence at protein level
S9	B6QVW4	S09.006;		dapB	Talaromyces marneffei (strain ATCC 18224 / CBS 334.59 / QM 7333) (Penicillium marneffei)	899	Inferred from homology
S9	C5FH88	S09.012;	XP_002848692.1	DPP5	Arthroderma otae (strain ATCC MYA-4605 / CBS 113480) (Microsporum canis)	726	Inferred from homology
S9	C5JC30	S09.006;	XP_002628849.1	DAPB	Blastomyces gilchristii (strain SLH14081) (Blastomyces dermatitidis)	915	Inferred from homology
S9	C7YYG9		XP_003048718.1	DAPB	Fusarium vanettenii (strain ATCC MYA-4622 / CBS 123669 / FGSC 9596 / NRRL 45880 / 77-13-4) (Fusarium solani subsp. pisi)	912	Inferred from homology
S9	D5GM60	S09.006;	XP_002841412.1	DAPB	Tuber melanosporum (strain Mel28) (Perigord black truffle)	907	Inferred from homology
S9	E3QKD2		XP_008095340.1	DAPB	Colletotrichum graminicola (strain M1.001 / M2 / FGSC 10212) (Maize anthracnose fungus) (Glomerella graminicola)	921	Inferred from homology
S9	E3S9K3			dapB	Pyrenophora teres f. teres (strain 0-1) (Barley net blotch fungus) (Drechslera teres f. teres)	907	Inferred from homology
S9	E4UYL6		XP_003172590.1	DAPB	Arthroderma gypseum (strain ATCC MYA-4604 / CBS 118893) (Microsporum gypseum)	917	Inferred from homology
S9	E9CUF4			DAPB	Coccidioides posadasii (strain RMSCC 757 / Silveira) (Valley fever fungus)	917	Inferred from homology
S9	O14073	S09.006;			Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	793	Inferred from homology
S9	Q2HF90		XP_001220335.1	DAPB	Chaetomium globosum (strain ATCC 6205 / CBS 148.51 / DSM 1962 / NBRC 6347 / NRRL 1970) (Soil fungus)	925	Inferred from homology
S9	Q2UPW4	S09.006;		dapB	Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold)	902	Inferred from homology
S9	A0A1Q3EPF5			ledP	Lentinula edodes (Shiitake mushroom) (Lentinus edodes)	744	Evidence at protein level
S9	A1CHP1	S09.008;	XP_001271822.1	dpp4	Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1 / QM 1276 / 107)	768	Inferred from homology
S9	A1D7R6	S09.006;	XP_001263657.1	dapB	Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / CBS 544.65 / FGSC A1164 / JCM 1740 / NRRL 181 / WB 181) (Aspergillus fischerianus)	919	Inferred from homology
S9	A2QEK7	S09.006;		dapB	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	901	Inferred from homology
S9	A4QYQ5	S09.006;	XP_003712956.1	DAPB	Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Magnaporthe oryzae)	938	Inferred from homology
S9	A5LFV8	S09.015;		PREPL	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	727	Evidence at transcript level
S9	A6SL49	S09.006;	XP_001547950.1	dapB	Botryotinia fuckeliana (strain B05.10) (Noble rot fungus) (Botrytis cinerea)	921	Inferred from homology
S9	C5GVF3			DAPB	Ajellomyces dermatitidis (strain ER-3 / ATCC MYA-2586) (Blastomyces dermatitidis)	915	Inferred from homology
S9	D4ARB1		XP_003014894.1	DPP5	Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	726	Evidence at protein level
S9	Q4WPH9	S09.008;		dpp4	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata)	765	Inferred from homology
S9	Q5AZ42	S09.008;	XP_664042.1	dpp4	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	773	Inferred from homology
S9	Q5RAK4	S09.015;	NP_001124991.2	PREPL	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	727	Evidence at transcript level
S9	A0A1L7U5Y7			FMN3	Fusarium mangiferae (Mango malformation disease fungus)	289	Evidence at transcript level
S9	B0XYK8	S09.006;		dapB	Aspergillus fumigatus (strain CBS 144.89 / FGSC A1163 / CEA10) (Neosartorya fumigata)	919	Inferred from homology
S9	D4D5P5		XP_003023434.1	DPP5	Trichophyton verrucosum (strain HKI 0517)	726	Inferred from homology
S9	E9ED72			DAPB	Metarhizium acridum (strain CQMa 102)	934	Inferred from homology
S9	Q4WX13	S09.006;	XP_754828.2	dapB	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata)	919	Inferred from homology
S9	Q7SHU8	S09.006;	XP_965646.2	dapB	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	924	Inferred from homology
S9	Q9P7E9	S09.A93;	NP_594920.2		Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	853	Inferred from homology
S9	A0A4S8L6U5			dbiP	Dendrothele bispora (strain CBS 962.96)	736	Evidence at protein level
S9	A1CJQ1	S09.006;	XP_001270801.1	dapB	Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1 / QM 1276 / 107)	914	Inferred from homology
S9	A7EQZ1	S09.006;	XP_001591119.1	dapB	Sclerotinia sclerotiorum (strain ATCC 18683 / 1980 / Ss-1) (White mold) (Whetzelinia sclerotiorum)	921	Inferred from homology
S9	B8MTH6	S09.006;	XP_002487962.1	dapB	Talaromyces stipitatus (strain ATCC 10500 / CBS 375.48 / QM 6759 / NRRL 1006) (Penicillium stipitatum)	900	Inferred from homology
S9	C0NUQ8	S09.006;		DAPB	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	923	Inferred from homology
S9	C1GT79	S09.006;	XP_002796716.1	DAPB	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	912	Inferred from homology
S9	C4JHY5	S09.006;	XP_002541894.1	DAPB	Uncinocarpus reesii (strain UAMH 1704)	914	Inferred from homology
S9	C5FJE3	S09.008;	XP_002849449.1	DPP4	Arthroderma otae (strain ATCC MYA-4605 / CBS 113480) (Microsporum canis)	775	Inferred from homology
S9	D1Z9B4		XP_003351079.1	DAPB	Sordaria macrospora (strain ATCC MYA-333 / DSM 997 / K(L3346) / K-hell)	924	Inferred from homology
S9	D4AQT0		XP_003015464.1	DAPB	Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	909	Inferred from homology
S9	E9ETL5		XP_007819553.2	DAPB	Metarhizium robertsii (strain ARSEF 23 / ATCC MYA-3075) (Metarhizium anisopliae (strain ARSEF 23))	915	Inferred from homology
S9	F0XS04		XP_014168877.1	DAPB	Grosmannia clavigera (strain kw1407 / UAMH 11150) (Blue stain fungus) (Graphiocladiella clavigera)	975	Inferred from homology
S9	Q5IS50	S09.973;	NP_001029333.1	DPP6	Pan troglodytes (Chimpanzee)	803	Evidence at transcript level
S9	Q9P778				Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	683	Inferred from homology
S9	A1CX29	S09.008;	XP_001267078.1	dpp4	Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / CBS 544.65 / FGSC A1164 / JCM 1740 / NRRL 181 / WB 181) (Aspergillus fischerianus)	765	Inferred from homology
S9	B0Y6C5	S09.008;		dpp4	Aspergillus fumigatus (strain CBS 144.89 / FGSC A1163 / CEA10) (Neosartorya fumigata)	765	Evidence at protein level
S9	B2A951		XP_001913070.1	DAPB	Podospora anserina (strain S / ATCC MYA-4624 / DSM 980 / FGSC 10383) (Pleurage anserina)	927	Inferred from homology
S9	B6HFS8	S09.006;	XP_002563136.1	dapB	Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255) (Penicillium chrysogenum)	903	Inferred from homology
S9	C1FZL3	S09.006;	XP_010756181.1	DAPB	Paracoccidioides brasiliensis (strain Pb18)	912	Inferred from homology
S9	C4JF79	S09.057;	XP_002542785.1	uncH	Uncinocarpus reesii (strain UAMH 1704)	619	Evidence at protein level
S9	C5FYZ3	S09.006;	XP_002843777.1	DAPB	Arthroderma otae (strain ATCC MYA-4605 / CBS 113480) (Microsporum canis)	919	Inferred from homology
S9	C9SJ15		XP_003005441.1	DAPB	Verticillium alfalfae (strain VaMs.102 / ATCC MYA-4576 / FGSC 10136) (Verticillium wilt of alfalfa) (Verticillium albo-atrum)	875	Inferred from homology
S9	D4APE2		XP_003015798.1	DPP4	Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	778	Evidence at protein level
S9	D4CZ59		XP_003025725.1	DPP4	Trichophyton verrucosum (strain HKI 0517)	753	Inferred from homology
S9	D4DCG0		XP_003021100.1	DAPB	Trichophyton verrucosum (strain HKI 0517)	899	Inferred from homology
S9	P0C959	S09.012;			Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata)	721	Evidence at transcript level
S9	Q5B934			dapB	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	906	Inferred from homology
S9	Q338C0	S09.004;			Oryza sativa subsp. japonica (Rice)	772	Inferred from homology
S9	Q0IXP9				Oryza sativa subsp. japonica (Rice)	775	Inferred from homology
S9	A2QZF1	S09.012;	XP_001395540.1	dpp5	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	726	Inferred from homology
S9	Q32N48	S09.015;	NP_001167499.1	prepl	Xenopus laevis (African clawed frog)	707	Evidence at transcript level
S9	Q5BA58		XP_660176.1	dpp5	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	722	Evidence at protein level
S9	Q9Y8E3	S09.012;			Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold)	725	Inferred from homology
S9	A1CSW4	S09.012;	XP_001267827.1	dpp5	Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1 / QM 1276 / 107)	724	Inferred from homology
S9	D4AR77		XP_003015146.1		Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	930	Evidence at protein level
S9	H2E7Q7			POPA	Galerina marginata (strain CBS 339.88)	738	Evidence at transcript level
S9	Q5ZKL5	S09.015;	NP_001026224.1	PREPL	Gallus gallus (Chicken)	732	Evidence at transcript level
S10	P10619	S10.002;	NP_000299.3	CTSA	Homo sapiens (Human)	480	Evidence at protein level
S10	P09620	S10.007;	NP_011312.1	KEX1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	729	Evidence at protein level
S10	P16675	S10.002;	NP_001033581.1	Ctsa	Mus musculus (Mouse)	474	Evidence at protein level
S10	P38109	S10.A49;	NP_009697.3	ATG42	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	508	Evidence at protein level
S10	Q8RUW5	S10.A14;	NP_850034.1	SCPL8	Arabidopsis thaliana (Mouse-ear cress)	433	Evidence at protein level
S10	P00729	S10.001;	NP_014026.1	PRC1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	532	Evidence at protein level
S10	Q9M099	S10.015;	NP_194790.1	SCPL24	Arabidopsis thaliana (Mouse-ear cress)	465	Evidence at protein level
S10	Q8VZU3	S10.A18;	NP_568215.2	SCPL19	Arabidopsis thaliana (Mouse-ear cress)	465	Evidence at protein level
S10	O13849	S10.A66;	NP_594425.1	cpy1	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1002	Evidence at protein level
S10	P32825	S10.012;	NP_593043.1	sxa2	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	507	Evidence at transcript level
S10	A0A0C3VJP4	S10.A41;		SCP1	Medicago truncatula (Barrel medic) (Medicago tribuloides)	495	Evidence at protein level
S10	P08819	S10.005;S10.A43;		CBP2	Triticum aestivum (Wheat)	444	Evidence at protein level
S10	Q9H3G5	S10.003;	NP_001334981.1	CPVL	Homo sapiens (Human)	476	Evidence at protein level
S10	Q9HB40	S10.013;	NP_067639.1	SCPEP1	Homo sapiens (Human)	452	Evidence at protein level
S10	Q8H780	S10.004;	NP_001031402.1	SCPL13	Arabidopsis thaliana (Mouse-ear cress)	430	Evidence at transcript level
S10	Q920A5	S10.013;	NP_083299.3	Scpep1	Mus musculus (Mouse)	452	Evidence at protein level
S10	O64810	S10.A13;	NP_001324624.1	SCPL10	Arabidopsis thaliana (Mouse-ear cress)	437	Evidence at transcript level
S10	Q920A6	S10.013;	NP_596874.1	Scpep1	Rattus norvegicus (Rat)	452	Evidence at transcript level
S10	O64811	S10.A12;	NP_179884.1	SCPL9	Arabidopsis thaliana (Mouse-ear cress)	437	Evidence at transcript level
S10	D4AIF1	S10.016;	XP_003017169.1	SCPA	Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	652	Inferred from homology
S10	D4DD24	S10.016;	XP_003020871.1	SCPA	Trichophyton verrucosum (strain HKI 0517)	652	Inferred from homology
S10	Q2UPI1	S10.007;	XP_001818536.1	kex1	Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold)	625	Inferred from homology
S10	Q96VC4	S10.001;	XP_663046.1	cpyA	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	552	Inferred from homology
S10	P52710	S10.001;	XP_002490128.1	PRC1	Komagataella phaffii (strain GS115 / ATCC 20864) (Yeast) (Pichia pastoris)	523	Evidence at protein level
S10	C5FW30	S10.016;	XP_002844969.1	SCPA	Arthroderma otae (strain ATCC MYA-4605 / CBS 113480) (Microsporum canis)	651	Inferred from homology
S10	P42660	S10.003;		VCP	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	471	Evidence at protein level
S10	Q5AFP8	S10.007;	XP_720314.1	KEX1	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	702	Inferred from homology
S10	O82229	S10.A30;	NP_001318279.1	SCPL23	Arabidopsis thaliana (Mouse-ear cress)	454	Evidence at transcript level
S10	P37890	S10.004;		CBP1	Oryza sativa subsp. japonica (Rice)	510	Evidence at transcript level
S10	Q0WRX3	S10.A41;	NP_191906.1	SCPL40	Arabidopsis thaliana (Mouse-ear cress)	502	Evidence at transcript level
S10	Q56WF8	S10.A46;	NP_190087.1	SCPL48	Arabidopsis thaliana (Mouse-ear cress)	510	Evidence at transcript level
S10	Q8VY01	S10.A42;	NP_850212.1	SCPL46	Arabidopsis thaliana (Mouse-ear cress)	465	Evidence at transcript level
S10	Q949Q7	S10.A32;	NP_567854.1	SCPL29	Arabidopsis thaliana (Mouse-ear cress)	479	Evidence at transcript level
S10	Q9CAU1	S10.A05;	NP_177471.1	SCPL3	Arabidopsis thaliana (Mouse-ear cress)	441	Evidence at transcript level
S10	Q9CAU3	S10.A07;S10.A16;	NP_001322525.1	SCPL2	Arabidopsis thaliana (Mouse-ear cress)	441	Evidence at transcript level
S10	Q9FH05	S10.A21;	NP_199039.1	SCPL42	Arabidopsis thaliana (Mouse-ear cress)	473	Evidence at transcript level
S10	Q9MAR8	S10.A25;	NP_175046.1	SCPL44	Arabidopsis thaliana (Mouse-ear cress)	479	Evidence at transcript level
S10	Q9SV04	S10.A37;	NP_190768.1	SCPL36	Arabidopsis thaliana (Mouse-ear cress)	482	Evidence at transcript level
S10	Q0WPR4	S10.A39;	NP_001078616.1	SCPL34	Arabidopsis thaliana (Mouse-ear cress)	499	Evidence at transcript level
S10	Q1PF08	S10.A35;	NP_001077950.1	SCPL22	Arabidopsis thaliana (Mouse-ear cress)	464	Evidence at transcript level
S10	Q3MI05	S10.002;	NP_001030403.1	CTSA	Bos taurus (Bovine)	479	Evidence at transcript level
S10	Q84W27	S10.A33;	NP_001323740.1	SCPL43	Arabidopsis thaliana (Mouse-ear cress)	442	Evidence at transcript level
S10	Q8L7B2	S10.A11;	NP_193027.5	SCPL20	Arabidopsis thaliana (Mouse-ear cress)	497	Evidence at transcript level
S10	Q8S8P0	S10.A47;		SCPL52	Arabidopsis thaliana (Mouse-ear cress)	184	Uncertain
S10	Q93Y09	S10.A24;	NP_564298.1	SCPL45	Arabidopsis thaliana (Mouse-ear cress)	461	Evidence at transcript level
S10	Q9C7Z9	S10.A01;	NP_001319134.1	SCPL18	Arabidopsis thaliana (Mouse-ear cress)	464	Evidence at transcript level
S10	Q9D3S9	S10.003;	NP_001276642.1	Cpvl	Mus musculus (Mouse)	478	Evidence at transcript level
S10	Q9SFB5	S10.A23;	NP_187456.1	SCPL27	Arabidopsis thaliana (Mouse-ear cress)	459	Evidence at transcript level
S10	Q9SV02	S10.A38;	NP_190770.1	SCPL39	Arabidopsis thaliana (Mouse-ear cress)	501	Evidence at transcript level
S10	O04084	S10.A36;	NP_172575.2	SCPL31	Arabidopsis thaliana (Mouse-ear cress)	492	Evidence at transcript level
S10	P37891	S10.009;		CBP3	Oryza sativa subsp. japonica (Rice)	500	Evidence at transcript level
S10	Q2V465	S10.A08;	NP_001031401.1	SCPL11	Arabidopsis thaliana (Mouse-ear cress)	433	Evidence at transcript level
S10	Q8S8K6	S10.A28;	NP_181120.2	SCPL28	Arabidopsis thaliana (Mouse-ear cress)	462	Evidence at transcript level
S10	Q9CAU2	S10.A03;	NP_001319372.1	SCPL5	Arabidopsis thaliana (Mouse-ear cress)	438	Evidence at transcript level
S10	Q9FH06	S10.A22;	NP_001318730.1	SCPL41	Arabidopsis thaliana (Mouse-ear cress)	469	Evidence at transcript level
S10	Q09991	S10.A58;	NP_001379755.1	ctsa-4.1	Caenorhabditis elegans	470	Inferred from homology
S10	Q54VW1	S10.A68;	XP_641244.1		Dictyostelium discoideum (Social amoeba)	563	Inferred from homology
S10	Q5W727	S10.A20;		SCP26	Oryza sativa subsp. japonica (Rice)	482	Evidence at transcript level
S10	Q67Y83	S10.017;	NP_001031434.1	SCPL51	Arabidopsis thaliana (Mouse-ear cress)	461	Evidence at transcript level
S10	Q84WF0	S10.A31;	NP_190769.1	SCPL37	Arabidopsis thaliana (Mouse-ear cress)	487	Evidence at transcript level
S10	Q8L9Y0	S10.A40;	NP_186860.1	SCPL25	Arabidopsis thaliana (Mouse-ear cress)	473	Evidence at transcript level
S10	Q9C7D4	S10.A17;	NP_566414.3	SCPL16	Arabidopsis thaliana (Mouse-ear cress)	435	Evidence at transcript level
S10	Q9CAU0	S10.A04;	NP_001320213.1	SCPL6	Arabidopsis thaliana (Mouse-ear cress)	452	Evidence at transcript level
S10	Q9CAU4	S10.A06;	NP_177474.1	SCPL4	Arabidopsis thaliana (Mouse-ear cress)	441	Evidence at transcript level
S10	Q9LSM9	S10.A20;	NP_188343.1	SCPL33	Arabidopsis thaliana (Mouse-ear cress)	478	Evidence at transcript level
S10	Q9LSV8	S10.A10;	NP_001319641.1	SCPL21	Arabidopsis thaliana (Mouse-ear cress)	494	Evidence at transcript level
S10	Q9M9Q6	S10.003;	NP_172953.1	SCPL50	Arabidopsis thaliana (Mouse-ear cress)	444	Evidence at transcript level
S10	O23364	S10.A27;	NP_193246.2	SCPL30	Arabidopsis thaliana (Mouse-ear cress)	488	Evidence at transcript level
S10	O81009	S10.A09;	NP_179876.1	SCPL12	Arabidopsis thaliana (Mouse-ear cress)	435	Evidence at transcript level
S10	P32826	S10.A45;	NP_187652.1	SCPL49	Arabidopsis thaliana (Mouse-ear cress)	516	Evidence at transcript level
S10	P52712	S10.009;		CBP31	Oryza sativa subsp. japonica (Rice)	429	Evidence at transcript level
S10	P52716	S10.A65;	NP_495509.1	ctsa-3.1	Caenorhabditis elegans	574	Evidence at protein level
S10	Q4PSY2	S10.A26;	NP_176308.2	SCPL32	Arabidopsis thaliana (Mouse-ear cress)	463	Evidence at transcript level
S10	Q8RWJ6	S10.A07;	NP_198467.2	SCPL1	Arabidopsis thaliana (Mouse-ear cress)	441	Evidence at transcript level
S10	Q9C7D2	S10.A02;	NP_187832.2	SCPL15	Arabidopsis thaliana (Mouse-ear cress)	436	Evidence at transcript level
S10	Q9C7D3	S10.A02;	NP_187831.1	SCPL14	Arabidopsis thaliana (Mouse-ear cress)	435	Evidence at transcript level
S10	Q9C7D6	S10.A19;	NP_187828.1	SCPL17	Arabidopsis thaliana (Mouse-ear cress)	437	Evidence at transcript level
S10	Q9FFB0	S10.A44;	NP_197689.1	SCPL47	Arabidopsis thaliana (Mouse-ear cress)	505	Evidence at transcript level
S10	Q9LEY1	S10.A34;	NP_196443.1	SCPL35	Arabidopsis thaliana (Mouse-ear cress)	480	Evidence at transcript level
S10	Q9SQX6	S10.A15;	NP_187656.1	SCPL7	Arabidopsis thaliana (Mouse-ear cress)	437	Evidence at transcript level
S10	Q9ZQQ0	S10.A43;	NP_181121.1	SCPL26	Arabidopsis thaliana (Mouse-ear cress)	452	Evidence at transcript level
S10	Q9ZUG3	S10.A29;	NP_178642.1	SCPL38	Arabidopsis thaliana (Mouse-ear cress)	487	Evidence at transcript level
S10	A5DAT0	S10.007;		KEX1	Meyerozyma guilliermondii (strain ATCC 6260 / CBS 566 / DSM 6381 / JCM 1539 / NBRC 10279 / NRRL Y-324) (Yeast) (Candida guilliermondii)	656	Inferred from homology
S10	A7TLB3	S10.007;	XP_001644846.1	KEX1	Vanderwaltozyma polyspora (strain ATCC 22028 / DSM 70294 / BCRC 21397 / CBS 2163 / NBRC 10782 / NRRL Y-8283 / UCD 57-17) (Kluyveromyces polysporus)	713	Inferred from homology
S10	B0XQ16			kex1	Aspergillus fumigatus (strain CBS 144.89 / FGSC A1163 / CEA10) (Neosartorya fumigata)	632	Inferred from homology
S10	C5DLM9	S10.007;	XP_002555127.1	KEX1	Lachancea thermotolerans (strain ATCC 56472 / CBS 6340 / NRRL Y-8284) (Yeast) (Kluyveromyces thermotolerans)	745	Inferred from homology
S10	C5FGX1	S10.016;	XP_002849891.1	SCPB	Arthroderma otae (strain ATCC MYA-4605 / CBS 113480) (Microsporum canis)	655	Inferred from homology
S10	C5MFP8	S10.007;	XP_002550593.1	KEX1	Candida tropicalis (strain ATCC MYA-3404 / T1) (Yeast)	707	Inferred from homology
S10	D4ASE6	S10.001;	XP_003014599.1		Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	486	Inferred from homology
S10	D5G4B1	S10.007;	XP_002835233.1	KEX1	Tuber melanosporum (strain Mel28) (Perigord black truffle)	625	Inferred from homology
S10	E3L8A5	S10.007;	XP_003337199.2	KEX1	Puccinia graminis f. sp. tritici (strain CRL 75-36-700-3 / race SCCL) (Black stem rust fungus)	656	Inferred from homology
