family	uniprot_acc	merops	refseq_protein	gene	organism	length	protein_existence
S14	A0A0Q3N7V2				Brachypodium distachyon (Purple false brome) (Trachynia distachya)	181	Inferred from homology
S14	A0A0S3RR49			Vigan.04G012000	Vigna angularis var. angularis	319	Inferred from homology
S14	A0A0S3SR43			Vigan.08G196500	Vigna angularis var. angularis	304	Inferred from homology
S14	A0A0U2JWG9		YP_009172164.1	clpP	Setaria viridis (Green bristlegrass) (Setaria italica subsp. viridis)	216	Inferred from homology
S14	A0A125YS39		XP_018637998.1		Toxoplasma gondii (strain ATCC 50611 / Me49)	486	Inferred from homology
S14	A0A150GEB9				Gonium pectorale (Green alga)	284	Inferred from homology
S14	A0A150GMR3				Gonium pectorale (Green alga)	243	Inferred from homology
S14	A0A150GW21				Gonium pectorale (Green alga)	352	Inferred from homology
S14	A0A150H0U0				Gonium pectorale (Green alga)	288	Inferred from homology
S14	A0A151JAN7				Trachymyrmex cornetzi	235	Inferred from homology
S14	A0A158NVQ2			105624869	Atta cephalotes (Leafcutter ant)	234	Inferred from homology
S14	A0A158QSH9				Mesocestoides corti (Flatworm)	430	Inferred from homology
S14	A0A161XJC3				Daucus carota subsp. sativus (Carrot)	295	Inferred from homology
S14	A0A165FGU9		XP_040766690.1		Laetiporus sulphureus 93-53	255	Inferred from homology
S14	A0A166HGS2				Daucus carota subsp. sativus (Carrot)	291	Inferred from homology
S14	A0A167AIE6				Beauveria brongniartii RCEF 3172	220	Inferred from homology
S14	A0A175YDT8				Daucus carota subsp. sativus (Carrot)	271	Inferred from homology
S14	A0A176VID4				Marchantia polymorpha subsp. ruderalis	320	Inferred from homology
S14	A0A177B0U7				Intoshia linei	227	Inferred from homology
S14	A0A179FKZ3		XP_018143393.1		Pochonia chlamydosporia 170	216	Inferred from homology
S14	A0A180G7X5				Puccinia triticina (isolate 1-1 / race 1 (BBBD)) (Brown leaf rust fungus)	257	Inferred from homology
S14	A0A182PED1				Anopheles epiroticus	220	Inferred from homology
S14	A0A183CVX7				Gongylonema pulchrum	220	Inferred from homology
S14	A0A183G928				Heligmosomoides polygyrus (Parasitic roundworm)	174	Inferred from homology
S14	A0A183IDA5				Soboliphyme baturini	227	Inferred from homology
S14	A0A199VYH2		XP_020107751.1	LOC109723700	Ananas comosus (Pineapple) (Ananas ananas)	293	Inferred from homology
S14	A0A1A6A2Q2		XP_018262178.1		Kwoniella dejecticola CBS 10117	263	Inferred from homology
S14	A0A1A8YSM5				Plasmodium ovale wallikeri	596	Inferred from homology
S14	A0A1A9Z9D3				Glossina pallidipes (Tsetse fly)	234	Inferred from homology
S14	A0A1B8B621				Fusarium poae	255	Inferred from homology
S14	A0A1B9I856		XP_019012912.1		Kwoniella pini CBS 10737	261	Inferred from homology
S14	A0A1D2VCF0		XP_020045665.1		Ascoidea rubescens DSM 1968	198	Inferred from homology
S14	A0A1D3TM69			ClpR	Plasmodium ovale (malaria parasite P. ovale)	239	Inferred from homology
S14	A0A1E1MJR7				Rhynchosporium secalis (Barley scald fungus)	243	Inferred from homology
S14	A0A1E3B161				Aspergillus cristatus (Chinese Fuzhuan brick tea-fermentation fungus) (Eurotium cristatum)	252	Inferred from homology
S14	A0A1E4TEL5				Tortispora caseinolytica NRRL Y-17796	207	Inferred from homology
S14	A0A1E5V0W3				Dichanthelium oligosanthes	195	Inferred from homology
S14	A0A1E7EP80				Fragilariopsis cylindrus CCMP1102	285	Inferred from homology
S14	A0A1E7ESX7				Fragilariopsis cylindrus CCMP1102	239	Inferred from homology
S14	A0A1E7ETX8				Fragilariopsis cylindrus CCMP1102	220	Inferred from homology
S14	A0A1G4AUM0		XP_022469973.1		Colletotrichum orchidophilum	253	Inferred from homology
S14	A0A1I7SV79				Bursaphelenchus xylophilus (Pinewood nematode worm) (Aphelenchoides xylophilus)	233	Inferred from homology
S14	A0A1I7VLG3		XP_003142917.1		Loa loa (Eye worm) (Filaria loa)	218	Inferred from homology
S14	A0A1I8AM08				Steinernema glaseri	463	Inferred from homology
S14	A0A1J1H8D1		XP_028532858.1	ClpP	Plasmodium relictum	337	Inferred from homology
S14	A0A1J6IE36			CLPR2_3	Nicotiana attenuata (Coyote tobacco)	239	Inferred from homology
S14	A0A1J6JKV5			CLPR3	Nicotiana attenuata (Coyote tobacco)	324	Inferred from homology
S14	A0A1J8PVW6				Rhizopogon vesiculosus	169	Inferred from homology
S14	A0A1J9RZ92		XP_020134023.1		Diplodia corticola	227	Inferred from homology
S14	A0A1L9PF58		XP_040665881.1		Aspergillus versicolor CBS 583.65	263	Inferred from homology
S14	A0A1L9UVF7		XP_067482922.1		Aspergillus brasiliensis (strain CBS 101740 / IMI 381727 / IBT 21946)	252	Inferred from homology
S14	A0A1N6LXL7		XP_021337686.1		Babesia microti (strain RI)	251	Inferred from homology
S14	A0A1Q3AZC7				Cephalotus follicularis (Albany pitcher plant)	249	Inferred from homology
S14	A0A1Q3C6H2				Cephalotus follicularis (Albany pitcher plant)	329	Inferred from homology
S14	A0A1Q3CTP6				Cephalotus follicularis (Albany pitcher plant)	306	Inferred from homology
S14	A0A1Q8S5R1				Colletotrichum chlorophyti	254	Inferred from homology
S14	A0A1R1PEM5				Zancudomyces culisetae (Gut fungus) (Smittium culisetae)	115	Inferred from homology
S14	A0A1R1Y881				Smittium culicis	153	Inferred from homology
S14	A0A1R1YTY4				Smittium culicis	194	Inferred from homology
S14	A0A1R3GPU3				Corchorus capsularis (Jute)	257	Inferred from homology
S14	A0A1R3K863				Corchorus olitorius	326	Inferred from homology
S14	A0A1R3KKH9				Corchorus olitorius	304	Inferred from homology
S14	A0A1S2XUC6		XP_004494595.1	LOC101497838	Cicer arietinum (Chickpea) (Garbanzo)	325	Inferred from homology
S14	A0A1S2YJW6		XP_004505710.1	LOC101498767	Cicer arietinum (Chickpea) (Garbanzo)	245	Inferred from homology
S14	A0A1S3BJF4		XP_008448589.1	LOC103490719	Cucumis melo (Muskmelon)	293	Inferred from homology
S14	A0A1S3BY88		XP_008454281.1	LOC103494727	Cucumis melo (Muskmelon)	306	Inferred from homology
S14	A0A1S3C615		XP_008457103.1	LOC103496858	Cucumis melo (Muskmelon)	339	Inferred from homology
S14	A0A1S3FNP4		XP_012878183.1	Clpp	Dipodomys ordii (Ord's kangaroo rat)	272	Inferred from homology
S14	A0A1S3THS9		XP_014493315.1	LOC106755643	Vigna radiata var. radiata (Mung bean) (Phaseolus aureus)	241	Inferred from homology
S14	A0A1S3XHP3		XP_016439485.1	LOC107765360	Nicotiana tabacum (Common tobacco)	314	Inferred from homology
S14	A0A1S3YB37		XP_016449212.1	LOC107774235	Nicotiana tabacum (Common tobacco)	289	Inferred from homology
S14	A0A1S3Z3S1		XP_016459013.1	LOC107782632	Nicotiana tabacum (Common tobacco)	289	Inferred from homology
S14	A0A1S3ZU04		XP_016467793.1	LOC107790385	Nicotiana tabacum (Common tobacco)	302	Inferred from homology
S14	A0A1S4A824		XP_016472734.1	LOC107794723	Nicotiana tabacum (Common tobacco)	237	Inferred from homology
S14	A0A1S4BBV8		XP_016486415.1	LOC107806708	Nicotiana tabacum (Common tobacco)	237	Inferred from homology
S14	A0A1U7QLD5		XP_005081409.1	LOC101826471	Mesocricetus auratus (Golden hamster)	272	Inferred from homology
S14	A0A1U7RT02		XP_006023454.1	CLPP	Alligator sinensis (Chinese alligator)	244	Inferred from homology
S14	A0A1U7YMG9		XP_009803181.1	LOC104248593	Nicotiana sylvestris (Wood tobacco) (South American tobacco)	174	Inferred from homology
S14	A0A1U7YPS2		XP_009800835.1	LOC104246668	Nicotiana sylvestris (Wood tobacco) (South American tobacco)	289	Inferred from homology
S14	A0A1U7ZDP6		XP_010246082.1	LOC104589444	Nelumbo nucifera (Sacred lotus)	304	Inferred from homology
S14	A0A1U7ZY18		XP_010258730.1	LOC104598392	Nelumbo nucifera (Sacred lotus)	306	Inferred from homology
S14	A0A1U8A3B4		XP_010259290.1	LOC104598776	Nelumbo nucifera (Sacred lotus)	301	Inferred from homology
S14	A0A1U8A5A6		XP_010256518.1	LOC104596866	Nelumbo nucifera (Sacred lotus)	315	Inferred from homology
S14	A0A1U8HTB3		XP_016666589.1	LOC107886985	Gossypium hirsutum (Upland cotton) (Gossypium mexicanum)	273	Inferred from homology
S14	A0A1U8IV12		XP_016681906.1	LOC107900718	Gossypium hirsutum (Upland cotton) (Gossypium mexicanum)	288	Inferred from homology
S14	A0A1U8IV56		XP_016679794.2	LOC107898767	Gossypium hirsutum (Upland cotton) (Gossypium mexicanum)	273	Inferred from homology
S14	A0A1U8MFW8		XP_016724449.1	LOC107936264	Gossypium hirsutum (Upland cotton) (Gossypium mexicanum)	141	Inferred from homology
S14	A0A1V6PJS5				Penicillium decumbens	258	Inferred from homology
S14	A0A1V6PUV5				Penicillium antarcticum	257	Inferred from homology
S14	A0A1V6TU79				Penicillium steckii	253	Inferred from homology
S14	A0A1V9ZH02				Achlya hypogyna (Oomycete) (Protoachlya hypogyna)	225	Inferred from homology
S14	A0A1X2IXX7				Absidia repens	210	Inferred from homology
S14	A0A1X6P0G7				Porphyra umbilicalis (Purple laver) (Red alga)	268	Inferred from homology
S14	A0A1Y1HRR6				Klebsormidium nitens (Green alga) (Ulothrix nitens)	427	Inferred from homology
S14	A0A1Y1HXE7				Klebsormidium nitens (Green alga) (Ulothrix nitens)	305	Inferred from homology
S14	A0A1Y1JHC6		XP_028543334.1		Plasmodium gonderi	373	Inferred from homology
S14	A0A1Y1VJK9				Piromyces finnis	279	Inferred from homology
S14	A0A1Y2D499				Neocallimastix californiae	279	Inferred from homology
S14	A0A1Y3BCT3				Euroglyphus maynei (Mayne's house dust mite)	230	Inferred from homology
S14	A0A1Y3BU91				Helianthus annuus (Common sunflower)	196	Inferred from homology
S14	A0A1Y3BXI8				Helianthus annuus (Common sunflower)	173	Inferred from homology
S14	A0A1Z5JGI0				Fistulifera solaris (Oleaginous diatom)	265	Inferred from homology
S14	A0A1Z5JHC6				Fistulifera solaris (Oleaginous diatom)	260	Inferred from homology
S14	A0A1Z5KER0				Fistulifera solaris (Oleaginous diatom)	268	Inferred from homology
S14	A0A1Z5S9T7				Sorghum bicolor (Sorghum) (Sorghum vulgare)	339	Inferred from homology
S14	A0A1Z5TVS1				Hortaea werneckii EXF-2000	1170	Inferred from homology
S14	A0A200PWE9				Macleaya cordata (Five-seeded plume-poppy) (Bocconia cordata)	250	Inferred from homology
S14	A0A200R7J0				Macleaya cordata (Five-seeded plume-poppy) (Bocconia cordata)	256	Inferred from homology
S14	A0A212FK55				Danaus plexippus plexippus	333	Inferred from homology
S14	A0A218Y0D2		XP_031381051.1	LOC116195820	Punica granatum (Pomegranate)	245	Inferred from homology
S14	A0A225X0G7				Phytophthora megakarya	221	Inferred from homology
S14	A0A232LXM7				Elaphomyces granulatus	260	Inferred from homology
S14	A0A250XIF3				Chlamydomonas eustigma	285	Inferred from homology
S14	A0A251LP46				Manihot esculenta (Cassava) (Jatropha manihot)	308	Inferred from homology
S14	A0A251P5D2				Prunus persica (Peach) (Amygdalus persica)	348	Inferred from homology
S14	A0A251RQA8				Helianthus annuus (Common sunflower)	316	Inferred from homology
S14	A0A251RZJ1			CLPR1	Helianthus annuus (Common sunflower)	397	Inferred from homology
S14	A0A251S399				Helianthus annuus (Common sunflower)	110	Inferred from homology
S14	A0A251SWC2			CLPR4	Helianthus annuus (Common sunflower)	290	Inferred from homology
S14	A0A251UI97			CLPP4	Helianthus annuus (Common sunflower)	292	Inferred from homology
S14	A0A251UVW4				Helianthus annuus (Common sunflower)	194	Inferred from homology
S14	A0A251UZL9				Helianthus annuus (Common sunflower)	143	Inferred from homology
S14	A0A251VAS3				Helianthus annuus (Common sunflower)	301	Inferred from homology
S14	A0A251VKM4				Helianthus annuus (Common sunflower)	220	Inferred from homology
S14	A0A286UQ95				Pyrrhoderma noxium	223	Inferred from homology
S14	A0A2A9ML00		XP_029220316.1		Besnoitia besnoiti (Apicomplexan protozoan)	478	Inferred from homology
S14	A0A2B7X9Y6				Blastomyces parvus	248	Inferred from homology
S14	A0A2B7Y1J4				Helicocarpus griseus UAMH5409	241	Inferred from homology
S14	A0A2C5XF64			clpP	Ceratocystis fimbriata CBS 114723	274	Inferred from homology
S14	A0A2C6KEV5		XP_067916826.1		Cystoisospora suis	166	Inferred from homology
S14	A0A2C9V095				Manihot esculenta (Cassava) (Jatropha manihot)	290	Inferred from homology
S14	A0A2C9WBP2				Manihot esculenta (Cassava) (Jatropha manihot)	332	Inferred from homology
S14	A0A2D0Q1Q1		XP_017312663.2	clpp	Ictalurus punctatus (Channel catfish) (Silurus punctatus)	305	Inferred from homology
S14	A0A2D3V1H4		XP_023629970.1		Ramularia collo-cygni	201	Inferred from homology
S14	A0A2G2V5G7				Capsicum baccatum (Peruvian pepper)	297	Inferred from homology
S14	A0A2G2YS28				Capsicum annuum (Capsicum pepper)	65	Inferred from homology
S14	A0A2G3ALL0				Capsicum annuum (Capsicum pepper)	74	Inferred from homology
S14	A0A2G5C9R0				Aquilegia coerulea (Rocky mountain columbine)	202	Inferred from homology
S49	Q9C9C0	S49.004;	NP_565077.2	SPPA	Arabidopsis thaliana (Mouse-ear cress)	677	Evidence at transcript level
S49	A0A9W8AE49				Tieghemiomyces parasiticus	1057	Inferred from homology
S49	A0A2P6TSD1				Chlorella sorokiniana (Freshwater green alga)	2745	Inferred from homology
S49	A0A813H741				Polarella glacialis (Dinoflagellate)	882	Inferred from homology
S49	A0A8J5CQE7				Zingiber officinale (Ginger) (Amomum zingiber)	1360	Inferred from homology
S49	A0A8J5G3Y7				Zingiber officinale (Ginger) (Amomum zingiber)	1329	Inferred from homology
S49	A0A1Q9DRY9			erkA	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1618	Inferred from homology
S49	A0A9E7HJE5				Musa troglodytarum (fe'i banana)	1224	Inferred from homology
S49	A0A1P8AUG2		NP_001322608.1	SPPA	Arabidopsis thaliana (Mouse-ear cress)	601	Evidence at protein level
S49	Q54YA6		XP_642296.1		Dictyostelium discoideum (Social amoeba)	649	Inferred from homology
S49	A0A072TET7				Medicago truncatula (Barrel medic) (Medicago tribuloides)	1593	Inferred from homology
S49	A0A0F7RZT1			SSCI01670.1	Sporisorium scitamineum	911	Inferred from homology
S49	A0A0R0KFW2			LOC100781522	Glycine max (Soybean) (Glycine hispida)	594	Inferred from homology
S49	A0A1A9UKK9				Glossina austeni (Savannah tsetse fly)	1682	Inferred from homology
S49	A0A1Q9C836			sohB	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1213	Inferred from homology
S49	A0A1Y1I4A6				Klebsormidium nitens (Green alga) (Ulothrix nitens)	731	Inferred from homology
S49	A0A1Z5JU76				Fistulifera solaris (Oleaginous diatom)	648	Inferred from homology
S49	A0A251UU25			SPPA	Helianthus annuus (Common sunflower)	675	Inferred from homology
S49	A0A2Z7A952				Dorcoceras hygrometricum	1276	Inferred from homology
S49	A0A328DA81				Cuscuta australis	673	Inferred from homology
S49	A0A498I5C0				Malus domestica (Apple) (Pyrus malus)	679	Inferred from homology
S49	A0A4D9D742				Nannochloropsis salina CCMP1776	763	Inferred from homology
S49	A0A4U6WH06				Setaria viridis (Green bristlegrass) (Setaria italica subsp. viridis)	672	Inferred from homology
S49	A0A5D2BF19				Gossypium darwinii (Darwin's cotton) (Gossypium barbadense var. darwinii)	683	Inferred from homology
S49	A0A5D2JNZ5				Gossypium tomentosum (Hawaiian cotton) (Gossypium sandvicense)	683	Inferred from homology
S49	A0A5J9UYH1				Eragrostis curvula (weeping love grass)	669	Inferred from homology
S49	A0A6G1DYD2				Oryza meyeriana var. granulata	666	Inferred from homology
S49	A0A7J9FM73				Gossypium trilobum	683	Inferred from homology
S49	A0A7N0TSU3				Kalanchoe fedtschenkoi (Lavender scallops) (South American air plant)	679	Inferred from homology
S49	A0A803P9S5		XP_030493781.1	LOC115709737	Cannabis sativa (Hemp) (Marijuana)	698	Inferred from homology
S49	A0A811P878				Miscanthus lutarioriparius	671	Inferred from homology
S49	A0A811PT19				Miscanthus lutarioriparius	671	Inferred from homology
S49	A0A835FBP7				Digitaria exilis	671	Inferred from homology
S49	A0A8T2X241				Populus deltoides (Eastern poplar) (Eastern cottonwood)	576	Inferred from homology
S49	A0A8X7TTW5				Brassica carinata (Ethiopian mustard) (Abyssinian cabbage)	665	Inferred from homology
S49	A0A9Q0HD08				Protea cynaroides	736	Inferred from homology
S49	A0A9W7FNH0				Triparma verrucosa	704	Inferred from homology
S49	A0A9W7L3Q2				Triparma columacea	640	Inferred from homology
S49	A0AA36IGT2				Effrenium voratum	481	Inferred from homology
S49	A0AA36IHC6				Effrenium voratum	455	Inferred from homology
S49	A0AAD2GCG5				Cylindrotheca closterium	767	Inferred from homology
S49	A0AAD9D9N6				Skeletonema marinoi	749	Inferred from homology
S49	A0AAN9MGS2				Phaseolus coccineus (Scarlet runner bean) (Phaseolus multiflorus)	674	Inferred from homology
S49	A0AAU9MUE2				Lactuca virosa	621	Inferred from homology
S49	A0AAV7EIR3				Aristolochia fimbriata (White veined hardy Dutchman's pipe vine)	684	Inferred from homology
S49	A0AAV9I8N8				Galdieria yellowstonensis	617	Inferred from homology
S49	A0AAW1QT97				[Myrmecia] bisecta	803	Inferred from homology
S49	A0AB34IYK5				Prymnesium parvum (Toxic golden alga)	673	Inferred from homology
S49	A0ABD1XM77				Riccia fluitans	736	Inferred from homology
S49	A0ABD3MJ82				Discostella pseudostelligera	1014	Inferred from homology
S49	A0ABD3QCW4				Cyclotella atomus	642	Inferred from homology
S49	A0ABD3RAJ3				Cyclostephanos tholiformis	916	Inferred from homology
S49	A2X967				Oryza sativa subsp. indica (Rice)	684	Inferred from homology
S49	B3SEX9				Trichoplax adhaerens (Trichoplax reptans)	783	Inferred from homology
S49	K0SKH7				Thalassiosira oceanica (Marine diatom)	725	Inferred from homology
S49	K0TMR4				Thalassiosira oceanica (Marine diatom)	531	Inferred from homology
S49	A0A067FHK8				Citrus sinensis (Sweet orange) (Citrus aurantium var. sinensis)	690	Inferred from homology
S49	A0A0D2SA96				Gossypium raimondii (Peruvian cotton) (Gossypium klotzschianum subsp. raimondii)	615	Inferred from homology
S49	A0A0M0JL12				Chrysochromulina tobinii	686	Inferred from homology
S49	A0A0R0F9M4		XP_003549586.2	LOC100809623	Glycine max (Soybean) (Glycine hispida)	649	Inferred from homology
S49	A0A1U7XCL8		XP_009787401.1	LOC104235361	Nicotiana sylvestris (Wood tobacco) (South American tobacco)	562	Inferred from homology
S49	A0A1Z5JRR7				Fistulifera solaris (Oleaginous diatom)	572	Inferred from homology
S49	A0A2C9WH44				Manihot esculenta (Cassava) (Jatropha manihot)	690	Inferred from homology
S49	A0A2K3DLZ5		XP_042923314.1		Chlamydomonas reinhardtii (Chlamydomonas smithii)	703	Inferred from homology
S49	A0A3B6QHM3		XP_044420704.1	LOC123145370	Triticum aestivum (Wheat)	660	Inferred from homology
S49	A0A448Z1W6				Pseudo-nitzschia multistriata	756	Inferred from homology
S49	A0A498JRL3				Malus domestica (Apple) (Pyrus malus)	677	Inferred from homology
S49	A0A5D2BGM6				Gossypium darwinii (Darwin's cotton) (Gossypium barbadense var. darwinii)	615	Inferred from homology
S49	A0A5P1EIF1				Asparagus officinalis (Garden asparagus)	717	Inferred from homology
S49	A0A7I8IRS7				Spirodela intermedia (Intermediate duckweed)	563	Inferred from homology
S49	A0A7N2MPY5		XP_030938073.1	LOC115963268	Quercus lobata (Valley oak)	693	Inferred from homology
S49	A0A812KYI1			sohB	Symbiodinium pilosum (Dinoflagellate)	566	Inferred from homology
S49	A0A8I6YLR7			LOC123403010	Hordeum vulgare subsp. vulgare (Domesticated barley)	645	Inferred from homology
S49	A0A8J2SKG0				Pelagomonas calceolata	611	Inferred from homology
S49	A0A8J5X3S1				Diacronema lutheri (Unicellular marine alga) (Monochrysis lutheri)	692	Inferred from homology
S49	A0A8T2GX56				Arabidopsis thaliana x Arabidopsis arenosa	601	Inferred from homology
S49	A0A9N8HEC9				Seminavis robusta	731	Inferred from homology
S49	A0AA35Z171				Lactuca saligna (Willowleaf lettuce)	611	Inferred from homology
S49	A0AA36E5Q9				Lactuca saligna (Willowleaf lettuce)	623	Inferred from homology
S49	A0AA88DMC2				Ficus carica (Common fig)	786	Inferred from homology
S49	A0AAD2AEY0				Fraxinus pennsylvanica	683	Inferred from homology
S49	A0AAD2CYS9				Cylindrotheca closterium	576	Inferred from homology
S49	A0AAD2FEJ2				Cylindrotheca closterium	777	Inferred from homology
S49	A0AAD3D2M3				Chaetoceros tenuissimus	800	Inferred from homology
S49	A0AAD3P504				Nepenthes gracilis (Slender pitcher plant)	1060	Predicted
S49	A0AAD5C8Q4				Ambrosia artemisiifolia (Common ragweed)	609	Inferred from homology
S49	A0AAD8JMT7				Tagetes erecta (African marigold)	609	Inferred from homology
S49	A0AAE0AWN1				Dipteronia sinensis	673	Inferred from homology
S49	A0AAN9T0U3				Psophocarpus tetragonolobus (Winged bean) (Dolichos tetragonolobus)	665	Inferred from homology
S49	A0AAP0HBD1				Deinandra increscens subsp. villosa	672	Inferred from homology
S49	A0AAU9SMV7				Thlaspi arvense (Field penny-cress)	677	Inferred from homology
S49	A0AAV1Y370				Lupinus luteus (European yellow lupine)	663	Inferred from homology
S49	A0AAV5BL69			ga02596	Eleusine coracana subsp. coracana	669	Inferred from homology
S49	A0AAV8QZS0				Ensete ventricosum (Abyssinian banana) (Musa ensete)	682	Inferred from homology
S49	A0AAV9CUR1				Acorus calamus (Sweet flag)	613	Inferred from homology
S49	A0AAW0KCK6			SPPA_0	Quercus suber (Cork oak)	592	Inferred from homology
S49	A0AAW1QT69				[Myrmecia] bisecta	817	Inferred from homology
S49	A0AAW1WQC7				Rubus argutus (Southern blackberry)	660	Inferred from homology
S49	A0ABC9EDL5				Urochloa decumbens	672	Inferred from homology
S49	A0ABD3RH74				Cyclostephanos tholiformis	930	Inferred from homology
S49	D7KRP5				Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress)	676	Inferred from homology
S49	J3LGP3	S49.004;			Oryza brachyantha (malo sina)	580	Inferred from homology
S49	K3YQM2		XP_004953779.1	LOC101782735	Setaria italica (Foxtail millet) (Panicum italicum)	672	Inferred from homology
S49	M5WED3				Prunus persica (Peach) (Amygdalus persica)	693	Inferred from homology
S49	A0A0D3D0I4		XP_013591906.1		Brassica oleracea var. oleracea	677	Inferred from homology
S49	A0A0D9VKI7				Leersia perrieri	665	Inferred from homology
S49	A0A0R0JRK5				Glycine max (Soybean) (Glycine hispida)	335	Inferred from homology
S49	A0A1Z5J9H9				Fistulifera solaris (Oleaginous diatom)	570	Inferred from homology
S49	A0A1Z5JD66				Fistulifera solaris (Oleaginous diatom)	659	Inferred from homology
S49	A0A1Z5K3E5				Fistulifera solaris (Oleaginous diatom)	659	Inferred from homology
S49	A0A250XLV8				Chlamydomonas eustigma	717	Inferred from homology
S49	A0A2Z6LUZ5				Trifolium subterraneum (Subterranean clover)	600	Inferred from homology
S49	A0A3B6NUB9		XP_044404168.1	LOC123128265	Triticum aestivum (Wheat)	657	Inferred from homology
S49	A0A448ZFG3				Pseudo-nitzschia multistriata	606	Inferred from homology
S49	A0A5C7H3M7				Acer yangbiense	669	Inferred from homology
S49	A0A5D2JMU8				Gossypium tomentosum (Hawaiian cotton) (Gossypium sandvicense)	622	Inferred from homology
S49	A0A5D2TPI0				Gossypium mustelinum (Cotton) (Gossypium caicoense)	683	Inferred from homology
S49	A0A5D2TRT2				Gossypium mustelinum (Cotton) (Gossypium caicoense)	615	Inferred from homology
S49	A0A6D2JI28				Microthlaspi erraticum	671	Inferred from homology
S49	A0A7J7G3W8				Camellia sinensis (Tea plant) (Thea sinensis)	381	Predicted
S49	A0A812M722			sohB	Symbiodinium natans	627	Inferred from homology
S49	A0A812WL83			aphB	Symbiodinium necroappetens	1938	Inferred from homology
S49	A0A836BQY4				Edaphochlamys debaryana	1200	Inferred from homology
S49	A0A8I7BCC3		XP_044952923.1	LOC123403010	Hordeum vulgare subsp. vulgare (Domesticated barley)	658	Inferred from homology
S49	A0A8J5YXG5				Gossypium anomalum	802	Inferred from homology
S49	A0A8R7QR30		XP_048535789.1	LOC125514492	Triticum urartu (Red wild einkorn) (Crithodium urartu)	657	Inferred from homology
S49	A0A8R7VGB8				Triticum urartu (Red wild einkorn) (Crithodium urartu)	657	Inferred from homology
S49	A0A8S1IQX4				Ostreobium quekettii	574	Inferred from homology
S49	A0A8S1ZYU1				Arabidopsis arenosa (Sand rock-cress) (Cardaminopsis arenosa)	676	Inferred from homology
S49	A0A8T0X0N5				Panicum virgatum (Blackwell switchgrass)	671	Inferred from homology
S49	A0A8T0XQG5				Panicum virgatum (Blackwell switchgrass)	672	Inferred from homology
S49	A0A8T2Q687				Ceratopteris richardii (Triangle waterfern)	718	Inferred from homology
S49	A0A9D3VL02				Gossypium stocksii	683	Inferred from homology
S49	A0A9D4UA19				Adiantum capillus-veneris (Maidenhair fern)	714	Inferred from homology
S49	A0A9P6UX26				Linnemannia gamsii	335	Inferred from homology
S49	A0A9Q1M7T5				Anisodus acutangulus	676	Inferred from homology
S49	A0A9R1VHQ4				Lactuca sativa (Garden lettuce)	707	Inferred from homology
S49	A0A9W6F3I7			PLEST001199	Pleodorina starrii	765	Inferred from homology
S49	A0AA36IH23				Effrenium voratum	463	Inferred from homology
S49	A0AA36IIF4				Effrenium voratum	473	Inferred from homology
S49	A0AA88UI10				Escallonia rubra	619	Inferred from homology
S49	A0AAD3DK19				Astrephomene gubernaculifera	632	Inferred from homology
S49	A0AAD3H107				Chaetoceros tenuissimus	685	Inferred from homology
S49	A0AAD3H437				Chaetoceros tenuissimus	582	Inferred from homology
S49	A0AAD5IP81				Acer negundo (Box elder)	669	Inferred from homology
S49	A0AAD8JT79				Tagetes erecta (African marigold)	680	Inferred from homology
S49	A0AAF0E4R5				Malassezia caprae	623	Inferred from homology
S49	A0AAN9JTU3				Clitoria ternatea (Butterfly pea)	661	Inferred from homology
S49	A0AAU9N205				Lactuca virosa	676	Inferred from homology
S49	A0AAW1R7S5				[Myrmecia] bisecta	664	Inferred from homology
S49	A0ABC8KQP1				Eruca vesicaria subsp. sativa (Garden rocket) (Eruca sativa)	674	Inferred from homology
S49	A0ABC9EBW6				Urochloa decumbens	672	Inferred from homology
S49	A0ABD3N3J0				Discostella pseudostelligera	803	Inferred from homology
S49	A0ABD3Q3D6				Stephanodiscus triporus	692	Inferred from homology
S49	I1IEA3		XP_003570458.1	LOC100825414	Brachypodium distachyon (Purple false brome) (Trachynia distachya)	662	Inferred from homology
S49	I1P3U8		XP_052142672.1	LOC127762266	Oryza glaberrima (African rice)	674	Inferred from homology
S49	K3YQN0			LOC101782735	Setaria italica (Foxtail millet) (Panicum italicum)	670	Inferred from homology
S49	L1K4M5		XP_005842263.1		Guillardia theta (strain CCMP2712) (Cryptophyte)	572	Inferred from homology
S49	W1PFI7				Amborella trichopoda	673	Inferred from homology
S49	W7U451				Nannochloropsis gaditana	763	Inferred from homology
S49	A0A022RDN3				Erythranthe guttata (Yellow monkey flower) (Mimulus guttatus)	674	Inferred from homology
S49	A0A087HI85				Arabis alpina (Alpine rock-cress)	670	Inferred from homology
S49	A0A1J7IRQ2				Lupinus angustifolius (Narrow-leaved blue lupine)	657	Inferred from homology
S49	A0A3Q7FRI8				Solanum lycopersicum (Tomato) (Lycopersicon esculentum)	719	Inferred from homology
S49	A0A453PGT9				Aegilops tauschii subsp. strangulata (Goatgrass)	649	Inferred from homology
S49	A0A4P1RU08				Lupinus angustifolius (Narrow-leaved blue lupine)	812	Inferred from homology
S49	A0A507E6U2				Powellomyces hirtus	664	Inferred from homology
